id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,business_hours,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address,attributes_business_temp_closed,attributes_menu_url,attributes_open24_hours,attributes_waitlist_reservation
6wQ8hBG86cUK4FMyug562g,peñón-de-los-baños-méxico,Peñón de los Baños,https://s3-media2.fl.yelpcdn.com/bphoto/3DFnkPdbLkB35d9KByz0uA/o.jpg,False,https://www.yelp.com/biz/pe%C3%B1%C3%B3n-de-los-ba%C3%B1os-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,4,"[{'alias': 'medicalspa', 'title': 'Medical Spas'}, {'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,[],,+525557628216,+52 55 5762 8216,3467.6344840977727,[],19.4254086,-99.0931945,Boulevard Puerto Aéreo 465,,,"México, D.F.",15520,MX,DIF,"['Boulevard Puerto Aéreo 465', '15520 México, D.F.', 'Mexico']",,,,
FVB2iZ9FPLRP0o0pkN60kQ,centro-área-méxico-2,Centro Área,https://s3-media3.fl.yelpcdn.com/bphoto/xFsQ8k6FoxIXzkujohU_Lg/o.jpg,False,https://www.yelp.com/biz/centro-%C3%A1rea-m%C3%A9xico-2?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,3,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'naturopathic', 'title': 'Naturopathic/Holistic'}, {'alias': 'massage', 'title': 'Massage'}]",4.7,[],,+525555352509,+52 55 5535 2509,6414.792436144617,[],19.4303521,-99.1616108,Reforma 199,Col. Cuauhtémoc,,"México, D.F.",06500,MX,DIF,"['Reforma 199', 'Col. Cuauhtémoc', '06500 México, D.F.', 'Mexico']",,,,
xftLCY2_Gz_YYImlalWj3A,en-dharma-spa-roma-condesa-ciudad-de-méxico,En Dharma Spa Roma-Condesa,https://s3-media2.fl.yelpcdn.com/bphoto/8C6fboEjLwmWqdNwP4pxqQ/o.jpg,False,https://www.yelp.com/biz/en-dharma-spa-roma-condesa-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,5,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'massage_therapy', 'title': 'Massage Therapy'}]",3.4,[],,+525588086372,+52 55 8808 6372,7161.059498548178,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.420725,-99.174797,Avenida Chapultepec 536,Col. Roma Norte,,Ciudad de México,06700,MX,DIF,"['Avenida Chapultepec 536', 'Col. Roma Norte', '06700 Ciudad de México, CDMX', 'Mexico']",,https://www.endharma.com/massages,,
x-KixA1pr7g1Cm_W7COe9A,jolie-spa-méxico,Jolie Spa,,False,https://www.yelp.com/biz/jolie-spa-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'spas', 'title': 'Day Spas'}]",5.0,[],$$,+525559808554,+52 55 5980 8554,16140.426378462356,[],19.3674717355814,-99.2606655872803,"Prolongación Paseo de la Reforma #19, Col. Paseo de las Lomas St",,,"México, D.F.",01330,MX,DIF,"['Prolongación Paseo de la Reforma #19, Col. Paseo de las Lomas St', '01330 México, D.F.', 'Mexico']",,,,
CM-CyZlMV2X1Fjqh-k6Ogw,inspiración-spa-ciudad-de-méxico-3,Inspiración Spa,https://s3-media3.fl.yelpcdn.com/bphoto/tDD324mEz5D0uGtW3nO7MQ/o.jpg,False,https://www.yelp.com/biz/inspiraci%C3%B3n-spa-ciudad-de-m%C3%A9xico-3?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,5,"[{'alias': 'spas', 'title': 'Day Spas'}]",3.4,[],,+525580327667,+52 55 8032 7667,6466.708477422597,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4205193,-99.1676058,Sinaloa #84 , planta baja,,Ciudad de México,06700,MX,DIF,"['Sinaloa #84', 'planta baja', '06700 Ciudad de México, CDMX', 'Mexico']",,https://www.inspiracionspa.com.mx,,
cMBehuvjOC_WhjWCz373eg,spa-saasil-condesa-méxico,Spa Saasil Condesa,https://s3-media2.fl.yelpcdn.com/bphoto/PKYljWE7CsmwRD5rg3lRoA/o.jpg,False,https://www.yelp.com/biz/spa-saasil-condesa-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,10,"[{'alias': 'laser_hair_removal', 'title': 'Laser Hair Removal'}, {'alias': 'spas', 'title': 'Day Spas'}]",2.9,[],$$,+525552121359,+52 55 5212 1359,6702.155485478041,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4134489,-99.1723972,Tamaulipas 29,Col. Condesa,,"México, D.F.",06140,MX,DIF,"['Tamaulipas 29', 'Col. Condesa', '06140 México, D.F.', 'Mexico']",,,,
0qGmQFNhjV0IegB_UND6Cw,dharma-spa-méxico,Dharma Spa,https://s3-media3.fl.yelpcdn.com/bphoto/1WmBW0bFivgV9Bj7rbWefQ/o.jpg,False,https://www.yelp.com/biz/dharma-spa-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,2,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'skincare', 'title': 'Skin Care'}]",3.0,[],,+525552551023,+52 55 5255 1023,9400.31251489437,[],19.4303028,-99.1935863,Aristóteles 81,Col. Polanco,,"México, D.F.",06100,MX,DIF,"['Aristóteles 81', 'Col. Polanco', '06100 México, D.F.', 'Mexico']",,,,
TpEvBqDG5oDN_kFeETR9Uw,hotel-ixtapan-ixtapan-de-la-sal,Hotel Ixtapan,https://s3-media1.fl.yelpcdn.com/bphoto/SskCEfhtXyLHqoBHYUBvcw/o.jpg,False,https://www.yelp.com/biz/hotel-ixtapan-ixtapan-de-la-sal?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,5,"[{'alias': 'spas', 'title': 'Day Spas'}]",3.2,[],,+527211432440,+52 721 143 2440,85275.9961739058,[],18.8524641805574,-99.6800776886382,Blvd. Aurturo a San Roman S/N,,,Ixtapan de la Sal,51900,MX,MEX,"['Blvd. Aurturo a San Roman S/N', '51900 Ixtapan de la Sal, México', 'Mexico']",,,,
mSex1bqj3bzIB81oB7dzHQ,zen-spa-méxico,Zen Spa,https://s3-media1.fl.yelpcdn.com/bphoto/3aIkLjdw2KEQvkBfaXQ57A/o.jpg,False,https://www.yelp.com/biz/zen-spa-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,3,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'hairremoval', 'title': 'Hair Removal'}]",4.3,[],$$,+525552923352,+52 55 5292 3352,16829.309755552713,[],19.3622412,-99.2661066,Avenida Santa Fe 94,Samara Shops,,"México, D.F.",01219,MX,DIF,"['Avenida Santa Fe 94', 'Samara Shops', '01219 México, D.F.', 'Mexico']",,,,
2BCUyTUFdEjMaTMyljqjUg,mr-masajes-df-méxico,Mr. Masajes DF,https://s3-media3.fl.yelpcdn.com/bphoto/MOeJbOk1jyIZuGtOqI6XmQ/o.jpg,False,https://www.yelp.com/biz/mr-masajes-df-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,3,"[{'alias': 'massage', 'title': 'Massage'}]",4.7,[],$$,+525534710111,+52 55 3471 0111,5842.935611497826,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4098797,-99.1650391,Campeche 143,Col. Roma Sur,,"México, D.F.",06760,MX,DIF,"['Campeche 143', 'Col. Roma Sur', '06760 México, D.F.', 'Mexico']",,,,
cnk3eVSjcM3XvgVOq3C-pw,mint-nail-bar-ciudad-de-méxico,Mint Nail Bar,https://s3-media1.fl.yelpcdn.com/bphoto/9gi5DOcT06hwO4VItagPbQ/o.jpg,False,https://www.yelp.com/biz/mint-nail-bar-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,45,"[{'alias': 'othersalons', 'title': 'Nail Salons'}]",4.6,[],,+525584370308,+52 55 8437 0308,6904.632770004418,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.413042,-99.174489,Calle Atlixco 71,Col. Condesa,,Ciudad de México,06140,MX,AGU,"['Calle Atlixco 71', 'Col. Condesa', '06140 Ciudad de México, Aguascalientes', 'Mexico']",,,,
ow4aQWH0U9VjrsTMCK_BAA,almaviva-spa-méxico,Almaviva Spa,https://s3-media1.fl.yelpcdn.com/bphoto/e-z8CZHPrmkBRAJQJzxV3w/o.jpg,False,https://www.yelp.com/biz/almaviva-spa-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,18,"[{'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'spas', 'title': 'Day Spas'}]",3.7,[],$$,+525552121551,+52 55 5212 1551,6721.88639960105,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4153325,-99.1720578,Parque España 33,Col. Condesa,,"México, D.F.",06140,MX,DIF,"['Parque España 33', 'Col. Condesa', '06140 México, D.F.', 'Mexico']",,,,
VPWe-GiLTuNQJUi9p_Nxng,desértika-spa-ciudad-de-méxico-3,Desértika Spa,https://s3-media2.fl.yelpcdn.com/bphoto/f3IzUigVwmW_lOynndvqXg/o.jpg,False,https://www.yelp.com/biz/des%C3%A9rtika-spa-ciudad-de-m%C3%A9xico-3?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,3,"[{'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'massage', 'title': 'Massage'}]",3.3,[],$$,+525552509147,+52 55 5250 9147,7735.995116980826,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4274673,-99.1776175,Leibnitz 59,Col. Verónica Anzures,,Ciudad de México,11590,MX,DIF,"['Leibnitz 59', 'Col. Verónica Anzures', '11590 Ciudad de México, CDMX', 'Mexico']",,,,
895mehUMuYAaB-VGD9WMYw,en-dharma-spa-zona-rosa-méxico-2,En Dharma SPA Zona Rosa,https://s3-media2.fl.yelpcdn.com/bphoto/beFWwLtPqDqySA8GjH_Arw/o.jpg,False,https://www.yelp.com/biz/en-dharma-spa-zona-rosa-m%C3%A9xico-2?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,3,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'massage_therapy', 'title': 'Massage Therapy'}, {'alias': 'spas', 'title': 'Day Spas'}]",5.0,[],,+525633948456,+52 56 3394 8456,6375.639509341484,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.423688,-99.1651094,"Calle Liverpool 162, piso 2",Col. Juárez,,"México, D.F.",06600,MX,DIF,"['Calle Liverpool 162, piso 2', 'Col. Juárez', '06600 México, D.F.', 'Mexico']",,https://www.endharma.com/,,True
InrElu3H22vPFBa3n7hHbw,megaspa-ciudad-de-méxico,MegaSpa,https://s3-media3.fl.yelpcdn.com/bphoto/MrjYJ_wEz_8dX05yJqtpXQ/o.jpg,False,https://www.yelp.com/biz/megaspa-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'tanning', 'title': 'Tanning'}]",4.0,[],$$,+525552561123,+52 55 5256 1123,6954.280578832273,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.418163,-99.173459,Calle de Durango 332,,,Ciudad de México,06700,MX,DIF,"['Calle de Durango 332', '06700 Ciudad de México, CDMX', 'Mexico']",,,,
brZuS0Nw2U_hVuUUJGDJ6w,alicemike-estética-valle-dorado,Alicemike Estética,https://s3-media2.fl.yelpcdn.com/bphoto/AQdlefbWmJLtDfHdMPYdTA/o.jpg,False,https://www.yelp.com/biz/alicemike-est%C3%A9tica-valle-dorado?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'spas', 'title': 'Day Spas'}]",4.0,[],,+525553785342,+52 55 5378 5342,19947.254620923097,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.5515187,-99.2102148,Atenas 125,,,Valle Dorado,54020,MX,MEX,"['Atenas 125', '54020 Valle Dorado, México', 'Mexico']",,,,
zOjeZvZLTRRvn-IhplBdFw,santai-relax-y-health-spa-méxico,Santai Relax & Health Spa,https://s3-media2.fl.yelpcdn.com/bphoto/cKc-AdyEBhAnMwKZQq2ORQ/o.jpg,False,https://www.yelp.com/biz/santai-relax-y-health-spa-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,2,"[{'alias': 'spas', 'title': 'Day Spas'}]",3.0,[],,+525553351131,+52 55 5335 1131,6731.960175341543,[],19.37793,-99.17074,Tlacoquémecatl 156,Col. Del Valle,,"México, D.F.",03100,MX,DIF,"['Tlacoquémecatl 156', 'Col. Del Valle', '03100 México, D.F.', 'Mexico']",,,,
RxUIBRyPZQAaP4PkWxqocA,atelier-rossmelgar-méxico,Atelier Rossmelgar,https://s3-media1.fl.yelpcdn.com/bphoto/dz9s7CCLAL5Q9H0oKMAOZg/o.jpg,False,https://www.yelp.com/biz/atelier-rossmelgar-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,4,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'massage', 'title': 'Massage'}]",5.0,[],,+525553991800,+52 55 5399 1800,9387.625649482228,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0930', 'end': '1930', 'day': 4}, {'is_overnight': False, 'start': '0930', 'end': '1930', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4334387790932,-99.1920400040551,Av. Horacio 632 PB,,,"México, D.F.",11550,MX,DIF,"['Av. Horacio 632 PB', '11550 México, D.F.', 'Mexico']",,,,
VX-FqlqvvYfDN1aGaKdnhg,latin-girls-ecatepec,Latin Girls,,False,https://www.yelp.com/biz/latin-girls-ecatepec?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,0,"[{'alias': 'massage', 'title': 'Massage'}]",0.0,[],,+525559580712,+52 55 5958 0712,12479.543297858077,[],19.505086,-99.072233,San Cristobal 11 R,,,Ecatepec,55000,MX,MEX,"['San Cristobal 11 R', '55000 Ecatepec, México', 'Mexico']",,,,
Ht70VrBSayO5adMTc1_NDQ,masaje-holistico-ciudad-de-méxico,Masaje Holistico,https://s3-media1.fl.yelpcdn.com/bphoto/9RHx1cAh_F8CdV3GGXN_oQ/o.jpg,False,https://www.yelp.com/biz/masaje-holistico-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,0,"[{'alias': 'massage', 'title': 'Massage'}]",0.0,[],,+525585804030,+52 55 8580 4030,8771.49402272039,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1500', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.3229745347,-99.1335238516,Pedro Sainz de Baranda 26,Col. Avante,,Ciudad de México,04460,MX,DIF,"['Pedro Sainz de Baranda 26', 'Col. Avante', '04460 Ciudad de México, CDMX', 'Mexico']",,,,
TTJipEYkHT0flHtNpbkjdg,cocoon-health-lounge-y-spa-ciudad-satélite,Cocoon Health Lounge & Spa,https://s3-media1.fl.yelpcdn.com/bphoto/D9_0cUrJ_lJ60xmW_jzXHw/o.jpg,False,https://www.yelp.com/biz/cocoon-health-lounge-y-spa-ciudad-sat%C3%A9lite?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,0,"[{'alias': 'physicaltherapy', 'title': 'Physical Therapy'}, {'alias': 'spas', 'title': 'Day Spas'}]",0.0,[],,+525553934372,+52 55 5393 4372,17495.897445595587,[],19.5020181914623,-99.2363440684916,Blvd. Manuel Ávila Camcho 1869,,,Ciudad Satélite,53100,MX,MEX,"['Blvd. Manuel Ávila Camcho 1869', '53100 Ciudad Satélite, México', 'Mexico']",,,,
wLVvYWiLcEQwwrZol376HA,belle-atelier-méxico,Belle Atelier,https://s3-media3.fl.yelpcdn.com/bphoto/8jwj4NPFxNibQBzFW-WXOg/o.jpg,False,https://www.yelp.com/biz/belle-atelier-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,3,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'spas', 'title': 'Day Spas'}]",3.7,[],,+525565847111,+52 55 6584 7111,6218.575139201983,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4133096605341,-99.1676716655821,Av. Sonora 180,Col. Hipódromo,,"México, D.F.",12000,MX,DIF,"['Av. Sonora 180', 'Col. Hipódromo', '12000 México, D.F.', 'Mexico']",,,,
D2TyqK46Aeqn1w6CS7i32Q,feet-spa-ciudad-de-méxico,Feet Spa,https://s3-media3.fl.yelpcdn.com/bphoto/ylqi_fAqi8mZKMSEK0hmIQ/o.jpg,False,https://www.yelp.com/biz/feet-spa-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'massage', 'title': 'Massage'}]",5.0,[],,+525525838775,+52 55 2583 8775,7554.495356478468,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.4311608419026,-99.1737429372209,Herodoto 22,Col. Anzures,,Ciudad de México,11590,MX,DIF,"['Herodoto 22', 'Col. Anzures', '11590 Ciudad de México, CDMX', 'Mexico']",,,,
v-l62zwUL1YNToeAIH8lOA,ita-y-mau-salón-y-spa-puebla,Ita & Mau Salón y Spa,https://s3-media1.fl.yelpcdn.com/bphoto/epqpZNjOKqHvpritnX2gkw/o.jpg,False,https://www.yelp.com/biz/ita-y-mau-sal%C3%B3n-y-spa-puebla?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,4,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'massage', 'title': 'Massage'}]",4.5,[],$$,+522223794040,+52 222 379 4040,100938.43167498594,[],19.055656,-98.220349,Av. Reforma 2927,Col. La Paz,,Puebla,72160,MX,PUE,"['Av. Reforma 2927', 'Col. La Paz', '72160 Puebla', 'Mexico']",,,,
